Tamaño del Archivo (KB),Número de Documentos,Tiempo de Procesamiento (ms),multa,retrabajo (hrs),cluster
698.3019866464258,103.82216032612811,2622.7969980338876,291.83414721604373,4.992063374660351,0
631.2837804844395,93.73711644658945,2246.5940311742374,245.84857860577873,4.427058622470585,0
410.58318121061745,64.6414891997096,1674.1129267476197,-3.465723935522599,0.33084667599008527,2
341.60207238421714,52.234766691112604,1403.618365934873,27.946837371941612,0.252617324933164,2
474.55450858674453,72.50686291592818,1823.2435372013704,-30.1103480654489,0.06461992082195252,1
542.0516308046679,75.39827837645333,1898.350758763688,25.102085793573437,-0.23924514987445303,1
575.5762961949137,84.81085024626155,2154.7857972575334,211.78566182209056,4.044217158140334,0
486.7745045820161,71.45344919797584,1782.0616916564534,-26.971603971494428,-0.05278353031409914,1
672.5973756965222,95.87919803569945,2418.232505600363,299.5922766823943,4.593147233930631,0
473.78506441265466,76.81575732709365,1770.0051189603942,22.48027807285242,-0.04408297770812641,1
438.1096137266887,67.63298488634949,1562.503744569041,34.91040862711819,-0.3776492541549722,2
543.2669792593349,75.21079214787417,1951.0455362347795,23.526515817024205,0.14591211534204462,1
591.0841603633575,83.80856671522419,2149.130698211801,285.82293422529966,4.340731100388634,0
430.57016997897153,59.747105157815646,1588.6936773903456,4.318851318522534,0.44563072177434726,2
370.99307938889297,62.19751648641013,1383.9902134863528,-14.745351379467797,0.10389860711775761,2
342.26074538291374,44.787262933960626,1092.1953276298232,28.088977650730076,0.09124821856117295,2
463.43322854509705,67.96101846650282,1629.0762333882067,32.34513540114459,-0.33335234954028475,1
608.1852853547908,92.05515041994342,2199.730567696447,295.08104814318443,4.531047223135259,0
578.8040149225718,83.15837927020998,2034.1416277012365,14.531206341794354,-0.40786244185092796,1
632.9433936689031,92.22370478127242,2307.055453099356,303.0204466322006,3.82019776550532,0
453.12544691493144,59.57443385589594,1537.2879262021156,8.112263078112775,-0.10576506249632207,2
466.92985827609397,75.81464061345307,1876.6480919029066,-0.4870429024816337,-0.20094048245182738,1
594.6257258665056,89.53057743111225,2058.5636151352064,281.21086972620327,4.64388483187627,0
640.8738708701495,96.96301090502098,2276.3797730861575,290.3291775551527,4.2663935039885486,0
412.78788780404574,59.5480450957793,1484.1569295250122,21.000936400713346,1.1222367196430123,2
653.0174672087256,96.96616136361641,2465.5871933477724,287.8701973580283,4.658566942130521,0
472.84881299430754,66.25709837127407,1704.9943076046206,21.569298000104776,-0.028049750144737196,1
369.6147635481219,55.357477761573236,1493.7372754466967,20.344436318005194,-0.22610574110361115,2
444.5631357506752,72.63291346848477,1758.4946409435647,5.061086084554093,0.31025635132869184,1
510.80803184136084,76.03797270966518,1745.4655313557546,-17.79869890138896,-0.08527689469439242,1
586.2671950796419,80.19412474259467,2052.082061232929,29.43017474615019,-0.39061018076917364,1
567.0144490179753,74.78581965506167,2113.6596884318506,220.3044231626089,3.4186655418149017,0
502.6158353665736,70.38009822301568,1707.1036515959313,-22.718761696081557,0.22892334990303004,1
452.6493608439964,64.16146619780478,1738.9582338189566,3.9858494573409993,0.25919479173580534,1
534.9992760222764,79.2720171166149,1927.6095564980008,-59.49256309547362,0.13670403186132446,1
346.7845679829645,51.54047110685246,1242.673741323418,36.60218661722197,-0.08585587478483744,2
454.40138280182117,64.55379384770073,1447.2305699131184,0.34853030690067455,-0.1273270739061542,2
483.08579337879644,73.88630972716858,1763.0671213495223,36.51972653633645,0.3101328040461232,1
547.531805920185,76.29905605877387,1796.4674633308866,42.795408156492,-0.04030710680758636,1
695.8443187444109,103.75150523032893,2693.2725710611344,296.32708035365516,5.898549938258147,0
515.2749597999671,72.0055452309714,1695.5648481295625,31.995164545690965,-0.03950776045966365,1
406.0453186128464,65.71545975559192,1524.998846331491,-25.14803561809478,-0.05397889902178156,2
688.0191671868647,102.09068554549295,2544.0434524585116,310.2787039014658,5.197925763548011,0
671.9492882997002,99.07204047639111,2510.35374843993,282.77021842466866,5.455134698439496,0
443.92700750144905,72.0477514281296,1729.519624384888,16.522086090811683,0.4693762033328204,1
499.22075181394354,75.21065817753642,1909.453007537779,20.936468961888433,-0.01924059088430699,1
473.099183962982,61.0542229476442,1693.7615064888007,-3.7933461455546795,-0.1490732430044643,1
606.5524172365892,83.3018866182271,2102.2965828231263,264.92428898535394,3.7180284716688883,0
668.4580729810052,98.88955821567393,2616.0815293270934,319.41038738422,5.2260540815616645,0
570.2923520899169,89.73502406117447,2092.868331660198,262.45548206607845,3.5884810564567466,0
454.51726981640917,68.13894658426698,1774.4149157051716,60.231287701362106,0.6801741561580282,1
619.9789125163996,83.20110673082496,2218.2206154827763,260.7467882005682,4.736306847855337,0
607.9537867171522,89.2535303269037,2140.95815343781,303.2803356292047,4.102452660666379,0
441.9790154596943,63.657186749245554,1546.9723535388791,27.171049789646553,0.4909756960159379,2
486.92219446762414,66.45357786740522,1655.046181890273,-44.120566666324905,0.21865741517624035,1
344.4152803222763,47.56877464238427,1324.563502526104,35.41641706379912,0.18655161740722878,2
384.050330782342,54.581173332550684,1449.0172098014395,25.47619640973582,-0.10647074569396185,2
442.63428681091915,70.66876347782186,1663.60480203539,2.7077772744878192,0.2204421374955578,1
386.48792220318586,58.4075391656894,1436.5784687628507,8.750442087750278,-0.5651210517342751,2
572.6231649227137,86.84208382551034,2162.4389762315363,266.6900200313869,4.275070774810642,0
454.9242358866835,72.37872947269582,1761.972700417879,32.62516549025547,-0.27118741628580145,1
559.1632778338428,81.29532641618941,2087.192775036962,-9.799029732549911,-0.11489872122175501,1
383.12424273860614,57.03126183057076,1392.4660793868836,37.62325766049995,-0.274792968437389,2
629.9819388322576,84.9502793585166,2295.4751170873,250.28388467614084,4.3456352245289045,0
544.2834103443168,80.32377616437911,1941.4486410484108,-41.75400624383028,0.5139325735523356,1
512.2340101628913,75.95447978298523,1892.7689717861833,14.078711163571692,-0.5715396240141842,1
586.3042648709974,90.38937548412933,1929.450210615461,290.86670522573496,4.513006447347166,0
525.0478471031977,77.57110372301402,2019.3365415706573,-4.260089212965048,-0.4510068861840237,1
382.66627722309227,58.09020075639369,1436.0243823949857,-53.711949067202106,0.527118651448219,2
559.4747039181789,77.61334385795693,2012.895083394239,-35.36818776458183,0.1706402498859582,1
429.3149177193236,64.96363751194194,1387.4526524266453,10.349554983449723,-0.5602997264383415,2
558.6918810042341,77.82839955948269,1844.5939664494679,-0.2385242618324947,0.13349143245768375,1
669.7002795100257,98.62327054983878,2361.71586878677,321.465788497861,4.572435112500013,0
572.104371505129,80.630377825075,1999.8957720916367,1.729917506031377,0.09049645299519175,1
599.2558904728882,85.74516284864492,2204.0075101447305,246.43171399272583,3.870120520566711,0
385.8285175423485,62.65169905635829,1547.7235130628396,7.332043518027731,0.49100295461861626,2
529.361435138518,74.97582708901248,1824.3532650479349,24.092418575422364,-0.7967224912071474,1
520.2207136653969,77.26753141726583,1789.5036150861556,32.05407536991413,-0.32212352662928606,1
560.1357306381337,68.70184194954506,1760.3806929853974,-2.6333715719312534,-0.4315772607649247,1
302.42520614276816,43.57901116919019,1242.3142380373267,1.5994413698474081,0.15127591863653894,2
702.4414685812752,107.23678620249146,2635.144198756654,318.48594194036673,4.903546910020162,0
495.4580067913426,74.28091770213587,1738.7443228166665,-17.75853798878902,-0.07355293547061822,1
526.8819292877608,80.48613389532078,1853.4723144051393,17.47778907409092,-0.2558928318592606,1
391.31263635240754,59.786106514260126,1346.5627757637924,-5.504484877040673,-0.5458420723183252,2
652.9300900012533,86.19167046788155,2318.31566825346,277.20718798466663,4.558839632183057,0
601.2095427180167,83.62370849489537,2147.335911522029,258.0634898681763,3.7803036416216766,0
509.15099222829025,75.8307476951949,1966.9913071293333,3.0741402856351954,-0.7307592115436474,1
761.515273581667,109.50173548034715,2694.5364588042903,345.3989118008774,5.599665569959836,0
570.3635304526747,89.55217271001005,2090.3462827814983,249.87478468820126,3.8557639345436288,0
375.089234202422,50.475952003360256,1339.921059062575,-9.903820319049897,0.5812098699498239,2
566.1176213802155,78.90862020053058,1957.6059656857853,34.31960783924827,0.5654751439373329,1
490.76325658301687,73.82450583821748,1800.1354031028645,10.54898657790485,0.3532828515115636,1
546.0206250620231,84.53142364608455,2044.0289803181768,18.208008932390502,-0.4530403888153587,1
646.1065903830212,90.990277665976,2297.361604489302,257.5603270596902,5.546261778445361,0
451.9730086183678,67.64059817163422,1820.9137785419427,5.845928406564808,-0.9383377175343087,1
360.5368955307402,55.5713669218014,1324.4867525264083,19.22378876184215,-0.35220933764448886,2
314.7768307128677,49.07788763769801,1220.9018446182838,-15.997442371814868,0.3323526834885569,2
447.6025445815023,67.47631101622193,1580.2126842328103,14.909150547586375,0.30103119953578583,1
441.7112572004812,62.87628026030157,1698.3102045751739,-4.848731912595251,-0.289242665062773,1
461.0109049591132,71.47714362911624,1656.8198481232403,-15.310716060380084,-0.31337892602064543,1
582.1985710392778,82.58920083119185,2014.2509212957252,24.034996549023827,-0.08591442981134319,1
465.5155279186956,72.5850965457728,1628.043462218795,26.99365286173122,-0.03469370269837187,1
703.049573041747,104.6153405793609,2476.8217837606066,303.0537154872333,5.0127497365421405,0
623.7377957023207,87.780979031965,2269.473408614946,277.6916404207571,5.111337780019746,0
498.2522205959636,74.98077415741142,1971.4477050483479,31.421992463096014,-0.2726853498964644,1
433.50450605729066,63.07482408057208,1573.9353284007111,-9.381770987462923,0.5849413543954289,2
484.0684210021558,67.72745786225143,1715.6101673030525,8.269075728055324,0.16191696838101555,1
440.2241697011519,68.57105609106607,1789.3369788898729,-9.164865760929258,0.40653211952354573,1
499.27075085993835,72.05596995463657,1748.87635059377,-24.159930149971018,-0.5962872462650118,1
392.3408689154688,52.577838453849935,1303.698526482733,-9.361862096652692,0.41004294563517296,2
575.1859560672634,83.94506203162517,2029.6486911319496,-26.68598779083838,0.3959273964165876,1
417.99088585399255,65.52786670726286,1564.505017270803,10.095068203803223,-0.2656653584897261,2
665.9061618223404,103.92003397197902,2540.033045486496,281.6822875328416,5.388223667193696,0
635.3651168174327,91.00046781207939,2307.4646261579796,239.85899601062707,3.959695675089213,0
339.76050992207536,43.93329684410179,1162.1090878207021,17.61854247681785,-0.18931871368747336,2
479.6736765750778,67.95527901038372,1773.4255156735242,16.075802068934802,0.46553053736385774,1
667.736585580602,96.41728774537069,2445.3006522399905,283.16543114453873,4.777414886275297,0
552.7134313477154,85.16525297128425,2107.175105616838,16.681398983089515,-0.10539595752516356,1
513.5400716582797,67.96601696231185,1817.200123570072,-19.12226290429295,0.5602473496089938,1
273.32251862953757,39.120021099351135,1027.0399057767263,-8.832115923616756,-0.7792031594391841,2
463.9991147306348,71.49714879330409,1773.0271892560916,9.662713475559551,-0.07085899402435157,1
558.2349716641252,74.07203898731022,1937.0312333072507,24.52391735384865,-0.026339849853438336,1
303.84605147169157,43.21750949122867,1189.6719482681067,-9.072252529493491,-0.3178024879510371,2
537.590881573766,80.17245036519527,2060.6713262651015,-14.136212203708082,0.5481173171055832,1
442.90866249551834,60.873599498252325,1515.802090938977,23.307099016739578,-0.3630056181037718,2
510.6993255593871,75.80962665321276,1843.3692402989993,14.534189013276961,-0.35800414392267554,1
528.8708508282211,72.92862955770674,1943.7953882821132,3.5280290196509245,-0.9861254828564083,1
497.5570728102189,70.99246196687808,1747.5377913878137,28.018581917419542,0.4430533987107609,1
562.7993651033363,82.85792212333753,2222.430110899718,301.18699767862654,4.118641261662573,0
547.3352938954299,74.36839429672246,1769.631319161961,8.680302790507367,-0.1306567287618204,1
779.8189552082445,118.15277394903856,2865.7780498925426,286.00702169340536,5.564952107474856,0
694.1781027286844,101.80015602302308,2440.6292125296177,308.79720056178985,5.42596438476877,0
656.4933374751904,84.57446574032923,2219.4561387600465,250.54947239068645,5.143334968247067,0
421.4480883746022,59.77101972782221,1491.7534709892884,29.466669904825157,-0.6910397468396804,2
367.5439638375153,56.706678333652846,1453.3253551208913,-16.644575750046737,-0.18464897821008508,2
334.65716904581785,52.94361085240046,1323.1134716769984,-4.581690363235834,-0.45279182407113105,2
447.91649106505713,63.6558355810099,1601.7495916101223,-19.871417477080698,-0.08921451381346776,2
599.0529461492891,91.37673470748226,2191.32048794855,268.3215266421689,4.3636786078919485,0
522.6410029940221,77.40518464858148,1922.930615221834,5.158465457533433,-0.6855462429289991,1
556.3659433143343,82.40454206221771,2011.7673582197306,17.617098004689222,0.147052298907224,1
493.5902335867246,73.95429711276601,1811.4116451049551,2.8381601472256848,-0.1791695658872612,1
395.0091979883368,59.31823649610055,1411.4684866441855,1.0975500626497807,0.3113194869048056,2
536.0667914020518,75.30742597933988,1677.0187936445548,-13.613622618622546,0.01208520959747695,1
560.5039586808573,87.53998474223029,2066.577228875486,-6.792750414637663,-0.6845592109403604,1
463.1876756749402,63.20959531579333,1497.0765460609434,-33.04277678771916,0.24516509639140607,2
545.4329323571953,75.54735708881712,1956.4813653833755,33.06146804655732,-0.534521257709366,1
397.0822164376482,62.84549958520108,1582.999345376562,-2.237034267587896,-0.49121303172070047,2
428.9213236820518,64.06393650720031,1492.6679661778926,38.92071271206145,-0.12635798688187536,2
542.3982832954887,79.4694000301889,1916.0680149089897,-2.8710593233135606,-0.11372020632747999,1
560.205178734872,84.38912938558879,1982.2645362356127,-45.122322886598894,-0.6994200446352377,1
403.4338894583957,52.967770385377975,1324.9205607114682,-10.684275362351963,-0.05895373821590598,2
528.5841839977281,75.64487091388672,1878.629859189748,-0.06182518976999217,-0.035498548398470685,1
399.49812608575115,59.77311347824231,1505.7101083596845,1.5502457402621812,-0.05110368600399304,2
372.3888237588321,55.72839624553709,1434.3306071909258,16.05597888082509,-0.6732930806744151,2
518.5409061324893,80.91724808985278,1941.5043314347613,4.124804717917743,0.05740161759994316,1
470.4985433177822,72.34885555554834,1729.0965217484872,-7.994248358334984,0.2471152242981555,1
457.02265733226704,63.910833990450925,1663.7291098600172,-21.705448158337393,-0.5371273134296782,1
544.0380456286775,79.65461370374116,2008.1078642148016,-9.63989794909961,-0.4290150329838286,1
276.5656921571594,48.032103605853756,1053.7123788387255,14.340603315091881,0.3140528581539971,2
477.2424320014692,70.3791704793021,1674.590045864142,20.36332486362437,0.630217592178581,1
397.0114582550576,57.585318959739865,1288.6087955189419,-15.985282067298522,-0.06636151643263198,2
430.9199435042894,63.20759860896858,1596.5761989276193,23.888038651987117,-0.17932472601798266,2
750.2845723400951,110.95576066810027,2585.902280142787,313.49937679230885,5.529066161597223,0
564.3704144124981,82.9622492640183,2193.2727126930486,-21.04347195601116,0.5410147406635144,1
364.1544235078746,60.74156448470018,1342.2503837279173,5.852354044522003,-0.3390595594335272,2
628.2226361521423,91.13663138181587,2334.0041533662757,281.77163950131876,4.356932685056996,0
380.5094669952633,48.70634144807871,1471.722587210858,-25.250784768240496,-0.2035372432067227,2
673.3210658335576,90.04485747223295,2380.6001031385304,252.7703054892426,4.184908897712435,0
432.85797134428975,62.144202277734784,1487.2649255577717,11.23996772860837,0.3401581419905184,2
483.4856023476507,73.33812372001415,1758.4495270533914,-10.776365985946175,0.10416198463554781,1
689.8640774342298,105.27299564281945,2534.6770095706843,335.8701799635047,4.395353625977096,0
475.22743695737245,68.33294046629933,1803.2515233377467,40.82725170069437,-0.0045276666251750095,1
694.0125313302624,99.51373202466573,2506.6297667188,311.19656212474206,5.66303625975646,0
503.0576845371163,71.71914708359671,1790.260721553885,22.577243759824277,0.1098549384081334,1
488.195764988429,57.477750895153534,1587.7495588580537,-24.287921327408874,0.6397961415010301,2
652.6209338919106,93.95401462408346,2377.259958578791,250.40465592433142,4.476572873698612,0
473.07796163843864,64.2964456709268,1623.8327927133269,-3.354639960821203,0.3853900567390652,1
709.5384121118063,99.91502766189515,2521.364040421717,269.48012193008043,5.574494675265501,0
450.2057488082591,63.05669815898746,1530.9978439330584,7.297802720550047,-0.02901038911343213,2
594.1149797304429,87.33928376327272,2138.1140776705524,245.4095756572638,4.2360059970635335,0
543.9703592591528,79.68775061591094,1904.096268184788,4.518005650328316,0.4387578697257768,1
353.6934158793875,53.62171392087577,1379.6976970840906,-4.1063355149308824,0.21542250745559197,2
506.2989250176712,77.98366491278244,1764.125224579791,15.119316466273935,0.38053106724325786,1
527.4340808037268,83.48220512469031,1954.545258384511,7.741430817986078,0.16477606730404,1
674.0621941779718,100.4918067162219,2411.8672031971887,284.41810768296887,4.86822722486019,0
498.30365738479435,67.55775263772664,1575.5963917739339,-32.460938126470985,-0.035397480756079534,1
496.5253109965876,78.95257943735027,1909.0257154822177,3.855087254959988,-0.14151668698959693,1
634.7008752519273,93.522159347378,2085.588686751753,231.66485259048966,4.709659424517115,0
576.469854967533,89.26044924466817,2153.7157085799827,296.560233173518,4.379268868499539,0
493.5518468332673,76.86961004050377,1745.5726447523687,12.54741034757883,0.10106210606343914,1
654.0686718442639,93.78986203165472,2274.4207527531285,295.99235591495415,4.283809619632306,0
552.7614482535504,79.95121529114981,1836.2590209550767,-22.998166396022736,-0.33969916921726867,1
564.254720703498,88.6110312954363,2139.3092633957035,266.4469802713232,4.5330042024651656,0
556.2401304186302,83.26662602428512,2135.9880734877083,233.18680275206444,4.304953500328511,0
620.198056779444,88.69066950819824,2192.894729844077,270.5362419086739,4.278501288010206,0
585.4698449497128,86.61207826182013,2213.432819246273,240.31502999648959,4.9492125291079105,0
497.2851897819733,72.48387562825528,1751.7688504141115,-1.979413512364765,-0.32750913958339745,1
445.3084931130635,67.90427249820532,1500.148037412718,-32.70159459972014,0.17444362552453865,2
529.5500827721876,81.59088898154835,1968.862350911255,-3.7962565845984995,0.18257066564296218,1
604.6003950346587,83.02999537676686,2088.058865231847,-39.00813568375762,0.021333749256325817,1
494.7474328364051,71.74771085993994,1653.6431917975137,41.44515062675955,0.5050531700144151,1
464.0479611085872,77.70646521058315,1796.75525818277,3.8051380493288938,0.6490802998455022,1
594.9070423934282,85.56291087255202,2127.4034929796167,258.1347464748842,3.840976489080202,0
561.517018394919,80.7490163804507,2291.7420588449663,268.037471603682,3.2925139890956365,0
609.673604288145,90.79225029401634,2166.838768563913,230.1777549337815,4.154875192700928,0
494.8307776217558,73.45591757912321,1715.0899854491963,-18.5210277154564,-0.3920711904128371,1
496.2226825006386,70.98795258840751,1653.221837256574,12.597837169850267,-0.17434910388753344,1
552.2971262364375,73.76483346041614,2020.4546004384915,3.8300385786239417,0.7257679693840354,1
662.6091809582978,95.66505158781918,2521.578284914294,264.92841168423627,5.77560902955026,0
502.50160426819275,72.27414256010181,1889.9541846023556,15.37298455095571,-0.37820632616519034,1
623.851582185092,89.81330881057454,2263.334963718232,283.1814122528832,4.689452146818954,0
287.2617725774901,44.714464665625705,1107.9223896949477,11.992864122332255,0.08045598361295864,2
519.1356167490925,80.10409904677721,1873.3208935226507,9.245402824348334,0.13791445326864535,1
543.4550463731415,72.10055449611414,1660.2947574884495,-16.164288461576774,-0.5466541699302502,1
341.49347467430005,48.608999061178714,1284.9361532824894,-1.799262816539527,0.49293073898215917,2
323.3437669380169,48.45675126600152,1220.1821403717795,-44.05321367965308,0.35976652187835484,2
564.4279502122872,78.40165232061007,2057.7259793193866,-12.11799639480185,-0.19147642372328705,1
553.0160445639287,75.77590633778492,1798.1798873825455,-5.820050440959862,0.4909233827712792,1
599.6326137515574,83.53790937009637,2110.029554602677,269.8678877150534,3.674862600916563,0
576.6507434508211,88.2882151182999,2264.2689117622376,279.14927867100613,3.774592647341227,0
352.01659734524225,48.73099154191907,1389.8396494327453,-17.840935804720782,0.10564114741454196,2
666.0563876360644,97.30209420827588,2342.1545006914075,263.6342338869611,4.872014642309798,0
664.9323221621742,100.48663116496955,2477.3155952193824,328.0041335053113,4.884655149967876,0
528.6677203195143,78.31098811885848,1931.1198123475506,-6.972115108756005,0.44169782462368046,1
335.68264405761045,50.76105106534195,1195.6482243099874,2.7102443785689436,-0.2622582228087754,2
448.52126507301926,65.5948489962977,1601.2154432841378,18.627721824241412,0.48040117910876395,1
639.2233378825841,92.95542971259849,2231.8570138526147,280.1140560055642,5.014354081542037,0
349.3840208719788,55.477348916755375,1349.7297548702961,-3.5976870229954003,0.743048273703977,2
662.4484168639268,109.15302164824699,2533.4095193683656,292.5196755663576,4.29282337302587,0
531.8149514567732,77.56402125810654,1919.4627374952508,-12.076264432983411,-0.19399091948129324,1
395.9849361490748,65.02745815666266,1586.523422473809,3.389943501265329,-0.36146337699921466,2
537.0527814729237,70.39127719974768,1859.9445970002364,-43.23260730809781,0.3099102557701843,1
325.1395515448428,54.90405626600027,1210.7840215180427,-8.566429450756699,0.6274480656893935,2
534.047534669446,84.41410185643021,1961.0530573072997,12.815868309998352,-0.1483964832034134,1
483.3763664384202,69.82430678395232,1711.6879766221855,10.050541897689119,0.23908605275756542,1
486.11236761830514,64.05370248308509,1615.6385106854293,33.4733722585639,0.57582769157376,1
326.76550561029956,51.59546643910075,1355.83227988092,19.8652752943031,0.1301280827335983,2
515.098141194831,65.50991983345534,1966.6382655192472,9.684717161732799,0.27979588970924835,1
363.1740002220994,52.88957608431716,1397.8666528517645,0.679944266577894,-0.7910749020646461,2
588.5432269276082,91.39277645518979,2204.71996475934,256.1700882204683,5.074581297888555,0
537.0022201951244,76.89578139556038,2006.3233345689684,11.938563852177122,-0.11917130181048034,1
587.658335772677,84.17185182708188,2241.972116482139,262.67384072546685,5.314904982761328,0
624.9944330974093,94.5376407974113,2210.6352970913704,270.1212560571708,4.310619622335789,0
660.0915328769862,97.76048024691946,2478.8565217051987,267.4307919425329,4.9892956742448735,0
672.3386171579319,94.16206830017015,2523.2991291924327,295.74040217081404,5.279292961723553,0
369.2230143218198,54.2588818512258,1417.5490449830033,27.422876072642502,-0.9978064098108875,2
442.1998435661166,70.09987960702784,1615.5635653314232,2.614346982566952,0.7089660536411929,1
640.7178885406456,85.10898501667727,2193.7959853776206,267.6736476375595,4.746406011018678,0
458.03364595546367,70.75103976487561,1898.6887391579955,10.038396140246821,-0.596101301300154,1
668.7928855121913,97.65937926174416,2297.1367098104893,287.4179193827292,4.747483715907933,0
319.3643379221774,55.21820958533631,1268.690596001856,5.9045950589662315,0.1451744546797183,2
428.0541025642905,61.50366301998209,1600.882667831536,-0.9982324918865162,-0.053593311273081166,2
431.898342141026,61.60079856954485,1595.0335389161166,-12.05512910882077,-0.23775253658955672,2
629.4416868575622,90.9938453344761,2270.6050570974094,296.83727978342597,4.522867623467811,0
557.6662324966694,80.81968301231872,2097.1096555399886,238.87158630718147,4.4935660946839935,0
292.9509985218079,42.78358610710491,1084.4925128312618,37.2988860573761,0.3274302062335837,2
586.1118263994445,86.18401560945473,2114.759836783101,264.6617053846686,4.353385366944974,0
529.6107745156601,79.32861608151997,1905.0088642177784,1.2499448372161464,0.09120395174695763,1
535.0071624147065,73.81877548020245,1778.4596648080617,18.02825993656508,-0.05067269425082394,1
414.05724852322925,55.27919093769282,1586.4942239705742,-15.4949265049567,-0.3880984780200727,2
593.206566164575,88.87968378039108,2186.5578999125614,280.61331785152015,4.427149738880275,0
398.24388840715824,60.9988535396916,1132.0977388584133,2.7341641951278213,-0.2930078366994613,2
344.9961405936947,50.23958721012137,1258.3553739760332,9.746955240327548,-0.3970966561046895,2
536.9747360473938,75.03354257567632,1916.9274948307213,-16.216275469667966,-0.9649019797923152,1
468.23190635008507,69.19784528890997,1518.5216887911238,-16.43869142632864,-0.1630754409658761,1
555.8236482052009,83.5385644281329,2016.6940992845875,208.5288927581599,4.513307597736409,0
537.2825637463434,85.44453606767001,1926.7888733047191,-10.846997352697622,0.48787470318508636,1
685.6776011309574,97.98859666888761,2380.394035115077,281.90871037190516,5.0779712151225835,0
552.6179788162038,81.04165647976735,2048.882728894355,-15.831404619049176,-0.516750606474743,1
605.5633182463434,86.80064327460825,2188.170133963372,264.261009333915,4.388288365968004,0
417.1989689759019,62.46629513240972,1474.513644170049,1.524507530906736,-0.4606583520021444,2
596.6307679364427,83.80178263305172,2153.784172496367,260.8548964911677,4.9116223170120845,0
460.54678441385954,68.83530823807185,1749.8336695253702,13.421692057842446,-0.1544693270397691,1
461.5066082040382,64.53758561135548,1509.1668819505778,15.430695612003401,-0.19715942861082963,2
405.719207461539,58.140408446370465,1442.273179998671,16.422777058638722,0.36810155437083797,2
649.9004369190994,96.82294013253197,2397.360876242462,294.5309936728162,4.78440585426914,0
443.06456222375175,63.833094921057494,1460.7219849276187,1.3100958899226418,0.4274539163375846,2
584.2650097175882,82.62937353959951,2207.258868722102,22.040259213837285,-0.4479907505716119,1
472.2176445646539,67.83726607828245,1662.8756984461672,16.44617423912757,0.0355083274513749,1
446.1852495412367,60.889494542719326,1470.1504306708973,-35.155294847296965,0.20234162941971115,2
